year,make,model,price,mileage,dealer,city,state,website
2016,Freightliner,X12564,44000.0,503308,Penske Used Trucks,Oakwood Village, OH,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2016/ee-listing-42172453
2016,Freightliner,X12564,47500.0,531021,Penske Used Trucks,Houston, TX,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2016/ee-listing-42182171
2018,Freightliner,M2106,59319.0,393833,Ryder Systems Inc,Syracuse, NY,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/m2106-2018/ee-listing-42140602
2017,Freightliner,X12564,64000.0,497857,Penske Used Trucks,Sturtevant, WI,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2017/ee-listing-42175006
2016,Freightliner,X12564,45250.0,570942,Penske Used Trucks,Cleona, PA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2016/ee-listing-42174690
2020,Freightliner,Cascadia125,53495.0,537792,Ryder Systems Inc,St. Rose, LA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2020/ee-listing-42178603
2016,Freightliner,Cascadia125,47595.0,465868,Ryder Systems Inc,Houston, TX,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2016/ee-listing-42178734
2009,International,Pros,29250.0,517020,Penske Used Trucks,Pensacola, FL,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/prostar-2009/ee-listing-42180010
2015,Freightliner,X12564,18000.0,712715,Penske Used Trucks,Boise, ID,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2015/ee-listing-42162495
2017,Freightliner,M2106,71697.0,215047,Ryder Systems Inc,Converse, TX,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/m2106-2017/ee-listing-42142968
2019,Freightliner,M2106,52151.0,373029,Ryder Systems Inc,Bensalem, PA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/m2106-2019/ee-listing-42130499
2016,Freightliner,X12542,41250.0,286206,Penske Used Trucks,Riviera Beach, FL,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12542st-2016/ee-listing-42172325
2018,Freightliner,T12664,61000.0,689828,Penske Used Trucks,Lacey, WA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/t12664st-2018/ee-listing-42172667
2017,Kenworth,T270,48861.0,371388,Ryder Systems Inc,Commerce City, CO,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/kenworth/t270-2017/ee-listing-42100889
2016,Freightliner,Cascadia125,52095.0,541626,Ryder Systems Inc,Charlotte, NC,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2016/ee-listing-42178686
2010,Peterbilt,388,49950.0,533247,Dobbs Peterbilt - CA,Redding, CA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/peterbilt/388-2010/ee-listing-42183811
2018,International,4300,40000.0,307254,Penske Used Trucks,Mebane, NC,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/4300-2018/ee-listing-42178415
2017,Freightliner,M2106,59073.0,278564,Ryder Systems Inc,Dallas, TX,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/m2106-2017/ee-listing-42158532
2020,Freightliner,Cascadia125,70995.0,721718,Ryder Systems Inc,Greensboro, NC,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2020/ee-listing-42129745
2016,Freightliner,Cascadia125,44595.0,516683,Ryder Systems Inc,Atlanta, GA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2016/ee-listing-42171472
2020,Freightliner,NewCascadiaPx12664,72095.0,647859,Ryder Systems Inc,Cleveland, OH,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/newcascadiapx12664-2020/ee-listing-42165446
2016,Volvo,Vnl64Tracto,42995.0,644057,Ryder Systems Inc,Charlotte, NC,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl64tractor-2016/ee-listing-42169724
2017,Freightliner,M2106,82850.0,159123,Ryder Systems Inc,Indianapolis, IN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/m2106-2017/ee-listing-42183459
2016,Freightliner,X12564,49000.0,578791,Penske Used Trucks,Indianapolis, IN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2016/ee-listing-42174764
2017,Freightliner,Cascadia125,57395.0,507696,Ryder Systems Inc,Springfield, MA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2017/ee-listing-42183502
2016,Freightliner,M2106,72754.0,161642,Ryder Systems Inc,North Little Rock, AR,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/m2106-2016/ee-listing-42116448
2019,International,L,69950.0,487000,Dobbs Peterbilt - WA,Liberty Lake, WA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/lt-2019/ee-listing-42170580
2015,Freightliner,Coronado,72000.0,226751,Penske Used Trucks,Jackson, TN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/coronado-2015/ee-listing-42174608
1992,Freightliner,Fld120,15000.0,1235292,Don Baskin Truck Sales LLC,Covington, TN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/fld120-1992/ee-listing-42149976
2016,Freightliner,Cascadia125,58295.0,393233,Ryder Systems Inc,Warwick, RI,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2016/ee-listing-42171418
2017,Freightliner,X11364,53000.0,645236,Penske Used Trucks,Denton, TX,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x11364st-2017/ee-listing-42172585
2020,Freightliner,Cascadia125,59595.0,511751,Ryder Systems Inc,Oak Creek, WI,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2020/ee-listing-42165470
2002,International,2500,25000.0,114611,Don Baskin Truck Sales LLC,Covington, TN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/s2500-2002/ee-listing-42150125
2018,Freightliner,X12564,77750.0,591441,Penske Used Trucks,Denver, CO,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2018/ee-listing-42184612
1989,Kenworth,T800,35000.0,791367,Don Baskin Truck Sales LLC,Covington, TN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/kenworth/t800-1989/ee-listing-42150303
2018,Volvo,Vnl64670,60500.0,552714,Penske Used Trucks,Harrisburg, PA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl64670-2018/ee-listing-42184642
2020,Freightliner,NewCascadiaPx12664,80395.0,533597,Ryder Systems Inc,Bolingbrook, IL,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/newcascadiapx12664-2020/ee-listing-42178723
2020,Volvo,Vnr64T400,68995.0,422591,Ryder Systems Inc,Salt Lake City, UT,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnr64t400-2020/ee-listing-42165463
2019,International,Lt625,53500.0,706485,Penske Used Trucks,Piqua, OH,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/lt625-2019/ee-listing-42172779
2020,Freightliner,NewCascadia116,48995.0,780585,Ryder Systems Inc,Kansas City, MO,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/newcascadia116-2020/ee-listing-42183433
2016,International,Pros,59999.0,500000,Gateline Equipment,Calhoun, TN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/prostar-2016/ee-listing-42111771
2003,Mack,GraniteCv713,40000.0,158625,Don Baskin Truck Sales LLC,Covington, TN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/mack/granitecv713-2003/ee-listing-42172079
2016,Freightliner,M2106,79725.0,127616,Ryder Systems Inc,Bensalem, PA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/m2106-2016/ee-listing-42158174
2017,Freightliner,X11342,38000.0,457285,Penske Used Trucks,Houston, TX,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x11342st-2017/ee-listing-42184600
2017,Volvo,Vnl64300,45500.0,524207,Penske Used Trucks,Perrysburg, OH,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl64300-2017/ee-listing-42179905
2016,Volvo,Vnl64Tracto,40895.0,609896,Ryder Systems Inc,Jacksonville, FL,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl64tractor-2016/ee-listing-42179570
2016,Freightliner,Cascadia125,35795.0,509053,Ryder Systems Inc,Syracuse, NY,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2016/ee-listing-42171435
1994,Kenworth,T800,34000.0,1084065,Don Baskin Truck Sales LLC,Covington, TN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/kenworth/t800-1994/ee-listing-42154600
2015,Freightliner,X12564,14750.0,525025,Penske Used Trucks,Lexington, SC,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2015/ee-listing-42135465
2015,Freightliner,X12564,49250.0,473662,Penske Used Trucks,Madison, AL,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2015/ee-listing-42174513
2019,Volvo,Vnl64T860,99950.0,366277,Trevs Trucks,Kansas City, MO,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl64t860-2019/ee-listing-42158757
2018,Freightliner,T12664,60500.0,609280,Penske Used Trucks,Alexandria, VA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/t12664st-2018/ee-listing-42175158
2018,International,Lt625,55750.0,535887,Penske Used Trucks,Harrisburg, PA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/lt625-2018/ee-listing-42172650
2018,Freightliner,X12564,51750.0,727226,Penske Used Trucks,Fort Wayne, IN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2018/ee-listing-42172646
2019,Freightliner,M2106,75191.0,255576,Ryder Systems Inc,Portland, OR,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/m2106-2019/ee-listing-42153763
2016,Volvo,Vnl64670,40500.0,746818,Penske Used Trucks,LaGrange, GA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl64670-2016/ee-listing-42174724
2018,Freightliner,T12664,59250.0,649696,Penske Used Trucks,Louisville, KY,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/t12664st-2018/ee-listing-42175106
2018,Freightliner,X12564,67250.0,582001,Penske Used Trucks,Tampa, FL,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2018/ee-listing-42179938
2016,Freightliner,Cascadia125,39895.0,745373,Ryder Systems Inc,Clarksville, IN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2016/ee-listing-42179738
2018,Freightliner,T12664,72000.0,586185,Penske Used Trucks,Belden, MS,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/t12664st-2018/ee-listing-42175133
2019,Freightliner,T12664,61000.0,691521,Penske Used Trucks,East Chicago, IN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/t12664st-2019/ee-listing-42172773
2016,Freightliner,M2106,57988.0,235885,Ryder Systems Inc,Salisbury, MA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/m2106-2016/ee-listing-42144835
2019,Freightliner,NewCascadiaPx12664,77338.0,586213,Ryder Systems Inc,Orlando, FL,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/newcascadiapx12664-2019/ee-listing-42140619
2020,Freightliner,NewCascadia116,44686.0,807392,Ryder Systems Inc,Fort Worth, TX,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/newcascadia116-2020/ee-listing-42141703
2019,Freightliner,M2106,55495.0,242584,Ryder Systems Inc,Pittsburgh, PA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/m2106-2019/ee-listing-42145275
2016,International,4300,61437.0,218761,Ryder Systems Inc,Salisbury, MA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/navistarinternational/4300-2016/ee-listing-42140573
2015,Freightliner,X11364,47750.0,462176,Penske Used Trucks,Knoxville, TN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x11364st-2015/ee-listing-42174445
2016,Freightliner,X12564,48250.0,442641,Penske Used Trucks,Kearny, NJ,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2016/ee-listing-42182143
2016,Freightliner,Cascadia125,43595.0,669824,Ryder Systems Inc,Salisbury, MA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2016/ee-listing-42178744
2012,Kenworth,T370,28000.0,409781,Don Baskin Truck Sales LLC,Covington, TN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/kenworth/t370-2012/ee-listing-42150423
2016,Freightliner,X11364,42250.0,759104,Penske Used Trucks,Obetz, OH,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x11364st-2016/ee-listing-42174864
2016,Freightliner,X11342,44250.0,137710,Penske Used Trucks,Toledo, OH,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x11342st-2016/ee-listing-42177994
2001,Mack,Rd688,20000.0,598806,Don Baskin Truck Sales LLC,Covington, TN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/mack/rd688s-2001/ee-listing-42150726
2018,Freightliner,X12564,65250.0,570288,Penske Used Trucks,Baton Rouge, LA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2018/ee-listing-42172687
2015,Freightliner,X12564,46500.0,505311,Penske Used Trucks,Louisville, KY,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2015/ee-listing-42182028
2020,Volvo,Vnl64T860,104850.0,500213,M&K Truck Centers,Wyoming, MI,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl64t860-2020/ee-listing-42120808
2017,Volvo,Vnl64670,47750.0,685420,Penske Used Trucks,Dalton, GA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl64670-2017/ee-listing-42172517
2015,Freightliner,X12564,45500.0,378120,Penske Used Trucks,Pittsburgh, PA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2015/ee-listing-42185224
2018,Volvo,Vnl64T860,64950.0,776346,Trevs Trucks,Kansas City, MO,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl64t860-2018/ee-listing-42154121
2018,Freightliner,T12664,70750.0,569209,Penske Used Trucks,Phoenix, AZ,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/t12664st-2018/ee-listing-42172664
2016,Freightliner,X12564,54750.0,444370,Penske Used Trucks,Columbia, TN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2016/ee-listing-42184505
2016,Freightliner,X12564,63750.0,392481,Penske Used Trucks,Albuquerque, NM,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2016/ee-listing-42184477
2016,International,4300,62283.0,242381,Ryder Systems Inc,Wayland , MI,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/navistarinternational/4300-2016/ee-listing-42130363
2016,Freightliner,X12564,46250.0,439028,Penske Used Trucks,Perrysburg, OH,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2016/ee-listing-42185229
2017,Freightliner,M2106,41685.0,303147,Ryder Systems Inc,Sharonville, OH,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/m2106-2017/ee-listing-42141687
2019,Freightliner,NewCascadiaPx12664,64898.0,694329,Ryder Systems Inc,Bensalem, PA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/newcascadiapx12664-2019/ee-listing-42141699
2016,Freightliner,Cascadia125,35695.0,485184,Ryder Systems Inc,Syracuse, NY,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2016/ee-listing-42171459
2012,Freightliner,Columbia112,25000.0,976758,Don Baskin Truck Sales LLC,Covington, TN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/columbia112-2012/ee-listing-42150278
2018,International,Lt625,69500.0,479000,Penske Used Trucks,Cookeville, TN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/lt625-2018/ee-listing-42179198
2012,International,Pros,23000.0,572055,Don Baskin Truck Sales LLC,Covington, TN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/prostar-2012/ee-listing-42150120
2016,Freightliner,X11364,40000.0,576832,Penske Used Trucks,Jacksonville, FL,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x11364st-2016/ee-listing-42179855
2018,Freightliner,X12564,50000.0,670367,Penske Used Trucks,Kansas City, MO,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2018/ee-listing-42182299
2015,Volvo,Vnl64Tracto,28995.0,700360,Ryder Systems Inc,Oklahoma City, OK,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl64tractor-2015/ee-listing-42185394
2017,Freightliner,Cascadia125,70195.0,436583,Ryder Systems Inc,Davie, FL,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2017/ee-listing-42179740
2017,Freightliner,X11342,34000.0,662424,Penske Used Trucks,Dallas, TX,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x11342st-2017/ee-listing-42166294
2012,Freightliner,M2106,62722.0,31704,Ryder Systems Inc,Syracuse, NY,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/m2106-2012/ee-listing-42170148
2016,Freightliner,X12564,49750.0,602281,Penske Used Trucks,Ocala, FL,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2016/ee-listing-42174994
2015,Freightliner,X12564,45750.0,587656,Penske Used Trucks,Greensboro, NC,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2015/ee-listing-42174551
2016,Freightliner,Cascadia125,41495.0,432085,Ryder Systems Inc,Warwick, RI,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2016/ee-listing-42179534
2016,Freightliner,Cascadia125,50495.0,634460,Ryder Systems Inc,Dallas, TX,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2016/ee-listing-42171505
2018,Freightliner,Cascadia125,46395.0,609196,Ryder Systems Inc,Warwick, RI,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2018/ee-listing-42183532
2016,Freightliner,X12542,38750.0,498680,Penske Used Trucks,Romulus, MI,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12542st-2016/ee-listing-42165963
2017,Freightliner,X12564,44500.0,578421,Penske Used Trucks,East Chicago, IN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2017/ee-listing-42179916
2016,Volvo,Vnl64T670,33000.0,979015,Don Baskin Truck Sales LLC,Covington, TN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl64t670-2016/ee-listing-42150422
2016,Freightliner,M2106,60995.0,250111,Ryder Systems Inc,Commerce City, CO,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/m2106-2016/ee-listing-42160617
2020,Freightliner,Cascadia125,52495.0,555710,Ryder Systems Inc,St. Rose, LA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2020/ee-listing-42178602
1982,Peterbilt,359,9000.0,240323,Don Baskin Truck Sales LLC,Covington, TN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/peterbilt/359-1982/ee-listing-42150789
2015,Freightliner,Cascadia125,37995.0,488453,Ryder Systems Inc,Indianapolis, IN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2015/ee-listing-42177555
2016,Freightliner,X11364,57250.0,252765,Penske Used Trucks,East Chicago, IN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x11364st-2016/ee-listing-42172202
2021,Volvo,Vnl64T860,134950.0,261770,Trevs Trucks,Kansas City, MO,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl64t860-2021/ee-listing-42158750
2014,Freightliner,Cascadia125,31995.0,409914,Ryder Systems Inc,Syracuse, NY,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2014/ee-listing-42179565
2017,International,Pros,39500.0,344328,Penske Used Trucks,Baton Rouge, LA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/prostar-2017/ee-listing-42174996
2017,Freightliner,M2106,67995.0,197288,Ryder Systems Inc,Laurel, MD,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/m2106-2017/ee-listing-42181584
2015,Freightliner,Cascadia113,22395.0,554869,Ryder Systems Inc,Knoxville, TN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia113-2015/ee-listing-42185403
2017,International,Pros,55750.0,396767,Penske Used Trucks,Mobile, AL,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/prostar-2017/ee-listing-42172603
2015,Freightliner,Cascadia125,55995.0,448858,Ryder Systems Inc,Pomona, CA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2015/ee-listing-42178737
2020,Freightliner,NewCascadiaPx12664,79395.0,547974,Ryder Systems Inc,Bolingbrook, IL,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/newcascadiapx12664-2020/ee-listing-42171518
2018,Volvo,Vnl64780,66250.0,595225,Penske Used Trucks,Phoenix, AZ,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl64780-2018/ee-listing-42172643
2018,Freightliner,Cascadi,69977.0,636000,The House of Trucks,Willowbrook, IL,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia-2018/ee-listing-42171865
2016,Freightliner,X12564,47500.0,613950,Penske Used Trucks,Spartanburg, SC,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2016/ee-listing-42172259
1994,Peterbilt,379,54999.0,500000,Gateline Equipment,Calhoun, TN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/peterbilt/379-1994/ee-listing-42159694
2016,Freightliner,X11364,42000.0,539361,Penske Used Trucks,Hazle Township, PA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x11364st-2016/ee-listing-42174987
2014,Freightliner,X12564,43750.0,543769,Penske Used Trucks,Memphis, TN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2014/ee-listing-42174426
2019,Freightliner,X12542,20000.0,710140,Penske Used Trucks,East Chicago, IN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12542st-2019/ee-listing-42155109
2015,Volvo,Vnl64T300,26950.0,683000,G&J Truck Sales Inc,Groom, TX,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl64t300-2015/ee-listing-42183768
2017,International,Pros,50495.0,426758,Ryder Systems Inc,Taylor, MI,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/navistarinternational/prostar-2017/ee-listing-42181560
2016,Freightliner,Cascadia125,54995.0,528111,Ryder Systems Inc,Commerce City, CO,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2016/ee-listing-42171382
2017,Volvo,Vnl64Tracto,59995.0,461563,Ryder Systems Inc,Hilliard, OH,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl64tractor-2017/ee-listing-42183488
2016,Freightliner,Cascadia125,47495.0,453865,Ryder Systems Inc,Laurel, MD,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2016/ee-listing-42170033
2019,Freightliner,NewCascadiaPx12664,57567.0,787618,Ryder Systems Inc,Altoona, IA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/newcascadiapx12664-2019/ee-listing-42153760
2017,Volvo,Vnl64Tracto,54495.0,518775,Ryder Systems Inc,Wayland , MI,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl64tractor-2017/ee-listing-42181602
2017,International,Pros,50995.0,267238,Ryder Systems Inc,Clarksville, IN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/navistarinternational/prostar-2017/ee-listing-42181600
2017,Freightliner,X12564,67500.0,321534,Penske Used Trucks,Florence, SC,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2017/ee-listing-42174982
2016,Volvo,Vnl64300,48750.0,509540,Penske Used Trucks,Brooklyn Park, MN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl64300-2016/ee-listing-42174653
2016,International,4300,53495.0,257844,Ryder Systems Inc,Laurel, MD,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/navistarinternational/4300-2016/ee-listing-42157978
2016,Freightliner,X12564,47000.0,633462,Penske Used Trucks,Amarillo, TX,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2016/ee-listing-42174657
2016,Volvo,Vnl64T670,38000.0,852237,Don Baskin Truck Sales LLC,Covington, TN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl64t670-2016/ee-listing-42150421
2015,Volvo,Vnl64300,53000.0,335177,Penske Used Trucks,Louisville, KY,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl64300-2015/ee-listing-42184456
2018,Freightliner,Cascadia126,112950.0,291000,M&K Truck Centers,Byron Center, MI,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2018/ee-listing-42154743
2016,Freightliner,X12564,49000.0,427074,Penske Used Trucks,Jackson, MI,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2016/ee-listing-42172302
2016,Freightliner,Cascadia125,49995.0,347947,Ryder Systems Inc,Pittsburgh, PA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2016/ee-listing-42185372
2017,Volvo,Vnl64Tracto,60995.0,546059,Ryder Systems Inc,Altoona, IA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl64tractor-2017/ee-listing-42181659
2015,Freightliner,M2106,60995.0,165490,Ryder Systems Inc,O'Fallon, MO,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/m2106-2015/ee-listing-42157818
2017,International,4300,43495.0,286761,Ryder Systems Inc,Salisbury, MA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/navistarinternational/4300-2017/ee-listing-42114571
2016,Freightliner,Cascadia125,42695.0,592257,Ryder Systems Inc,Bensalem, PA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2016/ee-listing-42170061
2015,Freightliner,X12564,44500.0,490654,Penske Used Trucks,Evansville, IN,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2015/ee-listing-42174560
